date,headline,sub-headline
10/13/18,A Map of Every Building in America,Explore your community with this one-of-a-kind interactive map.
10/13/18,"Turkey Frees Pastor Andrew Brunson, Easing Tensions With U.S.",Turkey’s decision to release Mr. Brunson ended a 24-month standoff and signaled a truce of sorts in a dispute between Ankara and Washington.
10/13/18,Michelle Obama Wanted Democrats to ‘Go High.’ Now They Aren’t So Sure.,"‘When they go low, we kick them,’ Eric Holder said this week, articulating a strategy against Republicans that some Democrats find appealing — showing strength and fighting back."
10/14/18,"‘Davos in the Desert,’ a Saudi Prince’s Glittering Showcase, Is Stained by a Grisly Accusation",A conference for big investors started last year by Crown Prince Mohammed bin Salman has become a symbol of the West’s deepening disillusionment with him after the disappearance of a Saudi journalist.
10/14/18,"Jared Kushner Paid No Federal Income Tax for Years, Documents Suggest","Confidential documents reviewed by The Times indicate that Jared Kushner, President Trump’s son-in-law and adviser, probably paid little or no income tax from 2009 to 2016."
10/14/18,"Death at the Crossroads: A Ragged Limo, an Anxious Driver and 17 Friends","The deadly limousine crash this month left in its wake mourning families, young orphans and officials trying to piece together what went wrong."
10/14/18,"As Suburban Women Turn to Democrats, Many Suburban Men Stand With Trump","Suburban men, focused largely on economic issues, constitute a potential bulwark for President Trump in many of the suburban districts that will determine control of the House."
10/15/18,"In Trump’s Saudi Bargain, the Bottom Line Proudly Wins Out",President Trump has resisted pressure to postpone or cancel arms sales to Saudi Arabia despite reports that a Saudi journalist was killed and dismembered.
10/15/18,"Sears, the Original Everything Store, Files for Bankruptcy","The retail chain struggled to adapt to changes in how Americans shop and engaged in risky financial engineering, racking up big losses."
10/15/18,"For Khashoggi, a Tangled Mix of Royal Service and Islamist Sympathies",Jamal Khashoggi had both an affinity for Islamist political movements and close ties to the Saudi royal family — until they were cut by a new crown prince.
10/15/18,"Among the Ruins of Mexico Beach Stands One House, Built ‘for the Big One’","Hurricane Michael wrecked every other beachfront house on the block, but one came through the storm nearly pristine, as if protected by grace. How did it survive?"
10/16/18,Saudis May Admit Khashoggi Was Killed in Interrogation by Mistake,"President Trump echoed the possibility that Jamal Khashoggi was victim to “rogue killers.” The explanation shields the Saudi crown prince, who has cast himself as a moderate."
10/16/18,Kenyans Say Chinese Investment Brings Racism and Discrimination,"Episodes involving discriminatory behavior by the region’s growing Chinese work force have unsettled many Kenyans, particularly at a time when their government seeks closer ties with China."
10/16/18,"A Genocide Incited on Facebook, With Posts From Myanmar’s Military","With fake pages and sham accounts, the military targeted the mostly Muslim Rohingya minority group, said former military officials, researchers and civilian officials."
10/16/18,How an Unlikely Family History Website Transformed Cold Case Investigations,Fifteen murder and sexual assault cases have been solved since April with a single genealogy website. This is how GEDmatch went from a casual side project to a revolutionary tool.
10/17/18,The Jamal Khashoggi Case: Suspects Had Ties to Saudi Crown Prince,Links between Prince Mohammed and at least four suspects in the disappearance of Jamal Khashoggi may make it harder to advance a “rogue killers” explanation.
10/17/18,Trump Jumps to the Defense of Saudi Arabia in Khashoggi Case,"President Trump accused Saudi Arabia’s critics of presuming guilt, as Secretary of State Mike Pompeo met with Saudi leaders in Riyadh to help defuse a crisis."
10/17/18,Is It Possible to Be an Anti-Abortion Democrat? One Woman Tried to Find Out,"In Missouri, where Democrats’ fortunes have been dwindling for years, party members are trying to figure out how to win back voters."
10/17/18,"‘Horseface,’ ‘Lowlife,’ ‘Fat, Ugly’: How the President Demeans Women","President Trump has a history of attacking women by mocking their bodily functions, demeaning their looks or comparing them to animals."
10/18/18,"Audio Offers Gruesome Details of Jamal Khashoggi Killing, Turkish Official Says","The Saudi journalist’s fingers were severed and he was later beheaded, according to details from audio recordings published in the Turkish media."
10/18/18,U.S. Spy Agencies Are Increasingly Convinced of Saudi Prince’s Ties to Journalist’s Disappearance,American intelligence officials have growing circumstantial evidence of Crown Prince Mohammed bin Salman’s involvement in Jamal Khashoggi’s disappearance in Istanbul.
10/18/18,Senate Truce Collapses as G.O.P. Rush to Confirm More Judges Begins Anew,"Last week, senators agreed to confirm one last slate of President Trump’s nominees, then recess for the midterm campaign. But on Wednesday, Republicans recommenced the judicial rush."
10/18/18,"To Avoid Conflicts, Rick Scott Created a Trust Blind in Name Only",The Florida governor and Senate candidate could become the richest member of the next Congress. He’d bring with him a tangle of investments that could benefit from his policies.
10/19/18,"In Shift on Khashoggi Killing, Trump Edges Closer to Acknowledging a Saudi Role","But the president stopped short of saying the Saudi crown prince, Mohammed bin Salman, was responsible for Mr. Khashoggi’s death."
10/19/18,Catholic Dioceses in Pennsylvania Face Federal Inquiry Into Sexual Abuse,Dioceses across the state said Thursday that they had received federal grand jury subpoenas.
10/19/18,"An Esteemed Doctor, Child Sexual Abuse Claims and a Hospital That Knew for Years",Rockefeller University Hospital said it had credible evidence going back to 2004 of inappropriate behavior by a research doctor who treated children.
10/19/18,Saudis May Blame Intelligence Official for Killing Jamal Khashoggi,Saudi rulers are considering blaming a deputy intelligence director who is close to Crown Prince Mohammed bin Salman.
10/20/18,Saudi Arabia Says Jamal Khashoggi Was Killed in Consulate Fight,The kingdom’s public prosecutor said Mr. Khashoggi died after an argument and fistfight inside the Saudi Consulate in Istanbul.
10/20/18,Justice Dept. Accuses Russians of Interfering in Midterm Elections,"Russians working for a close ally of President Vladimir V. Putin created social media accounts to pose as Americans and write posts on divisive issues including race and gender, prosecutors said."
10/20/18,"Harvard’s Admissions Process, Once Secret, Is Unveiled in Affirmative Action Trial",A lawsuit accusing one of the country’s most selective universities of discriminating against Asian-Americans is providing a glimpse into how admissions officers decide “yea” or “nay.”
10/20/18,Catholic Bishops Promising to Fix Sex Abuse Problem Face Cover-Up Accusations,The church’s failure to police its own ranks has led some Catholics to call for a total housecleaning of all bishops who gave cover to abusive priests.
10/21/18,Saudis’ Image Makers: A Troll Army and a Twitter Insider,"The kingdom silences dissent online by sending operatives to swarm critics. It also recruited a Twitter employee suspected of spying on users, interviews show."
10/21/18,Saudi Explanation of Jamal Khashoggi’s Killing Fails to Squelch Skepticism,"As doubts swirled about the Saudi account that the dissident journalist was strangled during a fight, an explanation emerged about the presence of a doctor of forensic medicine at the killing."
10/21/18,This is the front line of Saudi Arabia’s invisible war,"The Khashoggi crisis has called attention to a largely overlooked Saudi-led war in Yemen. On a rare trip to the front line, we found Yemenis fighting and dying in a war that has gone nowhere."
10/21/18,"G.O.P. Candidates Struggling in Key Battlegrounds, With House at Stake","Party leaders worry that candidates for governor and Senate are in trouble in Michigan, Illinois, Minnesota, Pennsylvania and possibly Wisconsin, and that difficulties could spill into House races."
10/22/18,‘Transgender’ Could Be Defined Out of Existence Under Trump Administration,"The Trump administration is considering a legal definition of gender as immutable and fixed at birth, the most drastic in a series of moves against transgender people."
10/22/18,Turkey’s President Vows to Detail Khashoggi Death ‘in Full Nakedness’,"In taking on the Saudis over Jamal Khashoggi’s death, President Recep Tayyip Erdogan may be fighting a larger, geopolitical battle."
